Source,Subtopic1,Subtopic2,WordType,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example,Present,PresentTranslation,PresentExample,PresentExampleTranslation,Preteritum,PreteritumTranslation,PreteritumExample,PreteritumExampleTranslation,Supinium,SupiniumTranslation,SupiniumExample,SupiniumExampleTranslation,ID,SwedishNote,PresentNote,PreteritumNote,SupiniumNote
Kelly List,Set 01,0951 to 1000,Verb,Att Lyfta,Han hjälpte henne att lyfta den tunga lådan.,"lift, raise, hoist",He helped her lift the heavy box.,"levantar, alzar, elevar",Él la ayudó a levantar la caja pesada.,"بلند کردن, افراشتن, بالا بردن",او به وی کمک کرد تا جعبه سنگین را بلند کند.,"σηκώνω, ανασηκώνω, υψώνω",Τη βοήθησε να σηκώσει το βαρύ κουτί.,"піднімати, підіймати, зводити",Він допоміг їй підняти важку коробку.,"поднимать, повышать, возвышать",Он помог ей поднять тяжелую коробку.,"उठाना, ऊपर उठाना, फहराना",उसने भारी बक्सा उठाने में उसकी मदद की।,"তোলা, উত্তোলন করা, উঠানো",সে তাকে ভারী বাক্সটি তুলতে সাহায্য করেছিল।,"ngre, lartësoj, çoj peshë",Ai e ndihmoi atë të ngrinte kutinë e rëndë.,"kaldırmak, yükseltmek, havaya kaldırmak",Ağır kutuyu kaldırması için ona yardım etti.,"mengangkat, menaikkan, menjulang",Dia membantunya mengangkat kotak berat itu.,"buhatin, itaas, iangat",Tinulungan niya itong buhatin ang mabigat na kahon.,lyfter,"lift, lifts",Hon lyfter vikter på gymmet varje morgon.,She lifts weights at the gym every morning.,lyfte,lifted,De lyfte på locket för att se vad som fanns inuti.,They lifted the lid to see what was inside.,lyft,lifted,Vi har redan lyft frågan med ledningen.,We have already raised the issue with the management.,9963,"GROUP: 2b # FORM: Infinitiv # FREQ: 8 # NUANCE: To physically move something upward or to bring up a topic for discussion # PART: lyfta fram (highlight), lyfta bort (remove) # COLL: lyfta vikter, lyfta blicken, lyfta ett problem # REG: General # REFL: No # ERR: Students often confuse lyfta with höja which is used for prices or volume ", GROUP: 2b # FORM: Presens # FREQ: 8 # NUANCE: Describes an ongoing action where something is being moved to a higher position # PART: lyfter upp # COLL: lyfter tunga lådor # REG: General # REFL: No # ERR: Incorrect conjugation as a group 1 verb (lyftar) instead of group 2b , GROUP: 2b # FORM: Preteritum # FREQ: 7 # NUANCE: A completed action in past time # PART: lyfte av # COLL: lyfte på locket # REG: General # REFL: No # ERR: Confusion with the supinum form or incorrect spelling like lyftade , GROUP: 2b # FORM: Supinum # FREQ: 7 # NUANCE: Expresses a completed action together with the auxiliary verb har or hade # PART: lyft fram # COLL: har lyft frågan # REG: General # REFL: No # ERR: Confusion with the preteritum form lyfte in perfect constructions
Kelly List,Set 01,0951 to 1000,Verb,Att märka,Det är svårt att märka någon skillnad mellan de två kopiorna.,"notice, observe, mark",It is difficult to notice any difference between the two copies.,"notar, observar, advertir",Es difícil notar alguna diferencia entre las dos copias.,"متوجه شدن, ملاحظه کردن, پی بردن",تشخیص دادن تفاوتی بین این دو نسخه دشوار است.,"παρατηρώ, προσέχω, αντιλαμβάνομαι",Είναι δύσκολο να παρατηρήσει κανείς κάποια διαφορά ανάμεσα στα δύο αντίγραφα.,"помічати, зауважувати, відзначати",Важко помітити будь-яку різницю між двома копіями.,"замечать, подмечать, отмечать",Трудно заметить какую-либо разницу между двумя копиями.,"ध्यान देना, देखना, महसूस करना",दो प्रतियों के बीच किसी अंतर को नोटिस करना मुश्किल है।,"লক্ষ্য করা, খেয়াল করা, দেখা",দুটি কপির মধ্যে কোনো পার্থক্য লক্ষ্য করা কঠিন।,"vërej, shënoj, vë re",Është e vështirë të vëresh ndonjë ndryshim midis dy kopjeve.,"fark etmek, gözlemlemek, sezmek",İki kopya arasındaki herhangi bir farkı fark etmek zor.,"menyedari, memerhatikan, mengesan",Adalah sukar untuk menyedari sebarang perbezaan antara kedua-dua salinan tersebut.,"mapansin, mahalata, makita",Mahirap mapansin ang anumang pagkakaiba sa pagitan ng dalawang kopya.,märker,"notice, notices",Jag märker att du har klippt dig.,I notice that you have had a haircut.,märkte,noticed,Han märkte genast att något var fel.,He noticed immediately that something was wrong.,märkt,noticed,Ingen har märkt att tavlan är borta.,No one has noticed that the painting is gone.,9946,"GROUP: 2b # FORM: Infinitiv # FREQ: 9 # NUANCE: Denotes the act of perceiving or becoming aware of something through the senses or intellect. It can also mean to mark or label something physically. # PART: Märka ut (mark out), märka av (notice an effect) # COLL: Märka en skillnad, märka ord, värt att märka # REG: General and professional # REFL: Nej # ERR: Learners often confuse it with 'notera' which is more formal or 'se' which is broader "," GROUP: 2b # FORM: Presens # FREQ: 9 # NUANCE: Describes a current or ongoing perception or observation. # PART: Märker av # COLL: Jag märker att, märker ingen skillnad # REG: General # REFL: Nej # ERR: Incorrectly using group 1 endings like 'märkar' "," GROUP: 2b # FORM: Preteritum # FREQ: 8 # NUANCE: Indicates a completed observation or something noticed in the past. # PART: Märkte ut # COLL: Märkte genast, märkte ingenting # REG: General # REFL: Nej # ERR: Using 'märkade' instead of the correct 'märkte' due to confusion with group 1 "," GROUP: 2b # FORM: Supinium # FREQ: 8 # NUANCE: Used with 'har' or 'hade' to express that something has been noticed or observed. # PART: Märkt ut # COLL: Har inte märkt, tydligt märkt # REG: General # REFL: Nej # ERR: Confusing 'märkt' with the adjective 'märklig' which means strange"
Kelly List,Set 01,0951 to 1000,Verb,Att Ösa,Vi måste ösa vatten ur båten innan den sjunker.,"bail, scoop, pour",We need to bail water out of the boat before it sinks.,"achicar, vaciar, verter",Debemos achicar el agua del bote antes de que se hunda.,"تخلیه کردن, خالی کردن, ریختن",ما باید قبل از غرق شدن قایق، آب را از آن تخلیه کنیم.,"αδειάζω, ξαφρίζω, χύνω",Πρέπει να αδειάσουμε τα νερά από τη βάρκα πριν βουλιάξει.,"викачувати, вичерпувати, лити","Нам потрібно вичерпати воду з човна, поки він не затонув.","вычерпывать, отливать, лить","Нам нужно вычерпать воду из лодки, пока она не затонула.","उलीचना, निकालना, उड़ेलना",हमें नाव डूबने से पहले उससे पानी उलीचना होगा।,"সেঁচা, খালি করা, ঢালা",নৌকাটি ডুবে যাওয়ার আগে আমাদের জল সেঁচে ফেলতে হবে।,"zbraz, kaloj, derdh",Duhet të nxjerrim ujin nga barka para se ajo të mbytet.,"boşaltmak, tahliye etmek, dökmek",Tekne batmadan önce içindeki suyu boşaltmalıyız.,"menimba, mencedok, menuang",Kita perlu menimba air keluar dari bot sebelum ia tenggelam.,"maglimas, sumalok, magbuhos",Kailangang maglimas ng tubig mula sa bangka bago ito lumubog.,Öser,Bails,Han öser vatten.,He is bailing water.,Öste,Bailed,De öste båten igår.,They bailed the boat yesterday.,Öst,Bailed,Vi har öst hela natten.,We have been bailing all night.,9932,"GROUP: 2b # FORM: 5 # FREQ: 4 # NUANCE: Denotes the action of removing liquid with a scoop or bailer or pouring in large quantities. It can also figuratively mean to provide something in abundance. # PART: Ösa ur (bail out) or ösa ner (pour down) # COLL: Ösa vatten, ösa beröm, regnet öser ner # REG: General to descriptive # REFL: Nej # ERR: Learners often confuse it with Group 1 verbs due to the -a ending but it follows the 2b pattern (öste, öst). ", GROUP: 2b # FORM: 5 # FREQ: 4 # NUANCE: Describes the ongoing or habitual action of bailing or pouring. # PART: Öser på (adding more energy or substance) # COLL: Öser pengar över # REG: Allmän # REFL: Nej # ERR: Misspelling the present tense as ösar. , GROUP: 2b # FORM: 5 # FREQ: 4 # NUANCE: Indicates a completed action in the past of bailing or pouring. # PART: Öste ur # COLL: Öste båten # REG: Allmän # REFL: Nej # ERR: Confusing the preteritum with the supinum form due to the -te ending. , GROUP: 2b # FORM: 5 # FREQ: 4 # NUANCE: Used with auxiliary verbs to indicate the perfect aspect of the action. # PART: Har öst # COLL: Har öst hela dagen # REG: Allmän # REFL: Nej # ERR: Using the incorrect vowel or ending such as ösat.
Kelly List,Set 01,0951 to 1000,Verb,Att Ersätta,Vi måste ersätta den trasiga lampan med en ny.,"replace, substitute, exchange",We need to replace the broken lamp with a new one.,"reemplazar, sustituir, suplantar",Tenemos que reemplazar la lámpara rota por una nueva.,"جایگزین کردن, تعویض کردن, بدل کردن",ما باید لامپ شکسته را با یک لامپ جدید تعویض کنیم.,"αντικαθιστώ, υποκαθιστώ, αναπληρώνω",Πρέπει να αντικαταστήσουμε τη σπασμένη λάμπα με μια καινούργια.,"замінювати, заміщати, підміняти",Нам потрібно замінити зламану лампу на нову.,"заменять, замещать, подменять",Нам нужно заменить сломанную лампу на новую.,"बदलना, प्रतिस्थापित करना, जगह लेना",हमें टूटे हुए लैंप को नए लैंप से बदलना होगा।,"প্রতিস্থাপন করা, বদলে দেওয়া, স্থলাভিষিক্ত করা",আমাদের ভাঙা ল্যাম্পটি একটি নতুন ল্যাম্প দিয়ে বদলে দিতে হবে।,"zëvendësoj, ndërroj, shkëmbej",Ne duhet ta zëvendësojmë llambën e thyer me një të re.,"yerine koymak, değiştirmek, telafi etmek",Kırık lambayı yenisiyle değiştirmemiz gerekiyor.,"menggantikan, menukar, menyilih",Kita perlu menggantikan lampu yang pecah itu dengan yang baru.,"palitan, humalili, magpalit",Kailangan nating palitan ang sirang ilaw ng bago.,ersätter,"replace, replaces",Hon ersätter sin kollega under semestern.,She is replacing her colleague during the vacation.,ersatte,replaced,De ersatte de gamla fönstren förra året.,They replaced the old windows last year.,ersatt,replaced,Har du ersatt batterierna i fjärrkontrollen?,Have you replaced the batteries in the remote?,9862,"GROUP: 4 # FORM: 1 # FREQ: 8 # NUANCE: Denotes the act of putting something in the place of another or providing a substitute for a person or thing. # PART: Ersätta med # COLL: Ersätta en lampa, ersätta en förlust, ersätta en kollega # REG: General and professional # REFL: N/A # ERR: Students may confuse it with 'byta' which implies a mutual exchange rather than a one-way substitution. "," GROUP: 4 # FORM: 2 # FREQ: 8 # NUANCE: Indicates a current or habitual action of substituting or replacing. # PART: Ersätter med # COLL: Han ersätter chefen, ersätter behovet # REG: General and professional # REFL: N/A # ERR: Forgetting the '-r' ending or using the wrong vowel in the stem during conjugation. "," GROUP: 4 # FORM: 3 # FREQ: 7 # NUANCE: Describes a past completed action of replacement or substitution. # PART: Ersatte med # COLL: De ersatte fönstren, ersatte skadan # REG: General and professional # REFL: N/A # ERR: Using a regular ending like '-ade' instead of the irregular '-te' form. "," GROUP: 4 # FORM: 4 # FREQ: 7 # NUANCE: Used with auxiliary verbs like 'har' or 'hade' to indicate that a replacement has occurred. # PART: Ersatt med # COLL: Har ersatt delar, blivit ersatt # REG: General and professional # REFL: N/A # ERR: Confusing the supinum 'ersatt' with the past participle 'ersatt' when used as an adjective."
Kelly List,Set 01,0951 to 1000,Verb,Att Satsa,Företaget väljer att satsa på ny teknik för att växa.,"bet, invest, stake",The company chooses to invest in new technology to grow.,"apostar, invertir, arriesgar",La empresa decide apostar por nueva tecnología para crecer.,"شرط بستن, سرمایه گذاری کردن, ریسک کردن",شرکت تصمیم می‌گیرد برای رشد روی فناوری جدید سرمایه‌گذاری کند.,"ποντάρω, επενδύω, στοιχηματίζω",Η εταιρεία επιλέγει να επενδύσει σε νέα τεχνολογία για να αναπτυχθεί.,"ставити, інвестувати, ризикувати","Компанія вирішує інвеστувати в нові технології, щоб розвиватися.","ставить, инвестировать, рисковать","Компания решает сделать ставку на новые технологии, чтобы расти.","दांव लगाना, निवेश करना, बाजी लगाना",कंपनी बढ़ने के लिए नई तकनीक में निवेश करने का विकल्प चुनती है।,"বাজি ধরা, বিনিয়োগ করা, খাটা",কোম্পানিটি বৃদ্ধির জন্য নতুন প্রযুক্তিতে বিনিয়োগ করার সিদ্ধান্ত নিয়েছে।,"vë bast, investoj, rrezikoj",Kompania zgjedh të investojë në teknologji të re për t'u rritur.,"bahis oynamak, yatırım yapmak, para yatırmak",Şirket büyümek için yeni teknolojiye yatırım yapmayı seçiyor.,"bertaruh, melabur, mempertaruhkan",Syarikat memilih untuk melabur dalam teknologi baharu untuk berkembang.,"pumusta, mamuhunan, itaya",Pinipili ng kumpanya na mamuhunan sa bagong teknolohiya para lumago.,Satsar,"Bets, invests",Han satsar allt på ett kort.,He bets everything on one card.,Satsade,"Betted, invested",Hon satsade pengar i projektet.,She invested money in the project.,Satsat,"Betted, invested",Vi har satsat mycket tid på detta.,We have invested a lot of time in this.,9817,"GROUP: 1 # FORM: Infinitiv (Satsa) # FREQ: 7 # NUANCE: Denotes investing effort, money, or time into something with the hope of a positive outcome. It can also refer to literal betting in gambling. # PART: Satsa på (invest in/bet on), satsa stort (go big) # COLL: Satsa på framtiden, satsa pengar, satsa allt på ett kort # REG: General and professional # REFL: Often used with 'på' but not typically reflexive # ERR: Learners often forget the preposition 'på' when describing what they are investing in. "," GROUP: 1 # FORM: Presens (Satsar) # FREQ: 7 # NUANCE: Indicates an ongoing investment or a current decision to commit resources. # PART: Satsar på # COLL: Företaget satsar, regeringen satsar # REG: General and professional # REFL: N/A # ERR: Confusing the present tense '-ar' ending with other verb groups. "," GROUP: 1 # FORM: Preteritum (Satsade) # FREQ: 7 # NUANCE: Describes a past action of committing resources or making a bet that has already occurred. # PART: Satsade på # COLL: Satsade stort, satsade allt # REG: General and professional # REFL: N/A # ERR: Mixing up the '-ade' ending with the '-te' or '-de' endings of Group 2 verbs. "," GROUP: 1 # FORM: Supinum (Satsat) # FREQ: 7 # NUANCE: Used with 'har' or 'hade' to indicate a completed investment or commitment that has relevance to the present or a past point. # PART: Satsat på # COLL: Har satsat mycket tid, har satsat i aktier # REG: General and professional # REFL: N/A # ERR: Using the preteritum form instead of the supinum after the auxiliary verb 'har'."
Kelly List,Set 01,0951 to 1000,Verb,Att rida,Hon tycker om att rida i skogen på helgerna.,"ride, horseback ride, mount",She enjoys riding in the forest on weekends.,"montar, cabalgar, trotar",A ella le gusta montar en el bosque los fines de semana.,"اسب‌سواری کردن, سوار شدن, تاختن",او از اسب‌سواری در جنگل در آخر هفته‌ها لذت می‌برد.,"ιππεύω, καβαλάω, πηγαίνω με άλογο",Της αρέσει να κάνει ιππασία στο δάσος τα σαββατοκύριακα.,"їздити верхи, скакати, кататися",Їй подобається їздити верхи в лісі у вихідні.,"ездить верхом, скакать, кататься",Ей нравится ездить верхом в лесу по выходным.,"घुड़सवारी करना, सवारी करना, चढ़ना",उसे सप्ताहांत में जंगल में घुड़सवारी करना पसंद है।,"ঘোড়ায় চড়া, আরোহণ করা, চালনা করা",তিনি সপ্তাহান্তে বনে ঘোড়ায় চড়তে পছন্দ করেন।,"kalëroj, shaloj, i hipi kalit",Asaj i pëlqen të kalërojë në pyll gjatë fundjavave.,"binmek, ata binmek, sürmek",Hafta sonları ormanda ata binmekten hoşlanır.,"menunggang, mengendari, memacu",Dia suka menunggang kuda di hutan pada hujung minggu.,"sumakay, mangabayo, humarurot",Nasisiyahan siyang mangabayo sa kagubatan tuwing katapusan ng linggo.,Rider,"Rides, is riding",Han rider sin häst varje morgon.,He rides his horse every morning.,Red,Rode,De red genom staden igår.,They rode through the city yesterday.,Ridit,Ridden,Vi har ridit hela dagen.,We have been riding all day.,9800,"GROUP: 4 # FORM: 5 # FREQ: 6 # NUANCE: Denotes the physical act of sitting on and controlling an animal or a vehicle like a motorcycle. It usually implies horseback riding unless context specifies otherwise. # PART: rida ut (go for a ride), rida in (train/break in a horse) # COLL: rida häst, lära sig rida, rida barbacka # REG: General # REFL: N/A # ERR: Learners often apply regular Group 1 endings (ridade/ridat) instead of following the strong verb pattern. ", GROUP: 4 # FORM: 5 # FREQ: 6 # NUANCE: Expresses a current action or a habitual state of riding in the present. # PART: rider ut # COLL: rider varje dag # REG: General # REFL: N/A # ERR: Mistakenly using the -ar ending (ridar) common in Group 1 verbs. , GROUP: 4 # FORM: 5 # FREQ: 6 # NUANCE: Describes a completed riding activity at a specific point in the past. # PART: red iväg # COLL: red i skogen # REG: General # REFL: N/A # ERR: Using the incorrect regularized form 'ridade' instead of the irregular vowel shift to 'red'. , GROUP: 4 # FORM: 5 # FREQ: 6 # NUANCE: Used with auxiliary verbs 'har' or 'hade' to indicate the perfect or pluperfect aspect. # PART: ridit in # COLL: har ridit länge # REG: General # REFL: N/A # ERR: Using the ending -at (ridat) instead of the correct strong verb supinum ending -it.
Kelly List,Set 01,0951 to 1000,Verb,Att Avsluta,Vi måste avsluta mötet nu eftersom tiden är ute.,"finish, end, complete",We need to finish the meeting now because time is up.,"terminar, finalizar, acabar",Tenemos que terminar la reunión ahora porque se acabó el tiempo.,"تمام کردن, پایان دادن, خاتمه دادن",ما باید همین الان جلسه را تمام کنیم چون وقت تمام شده است.,"τελειώνω, ολοκληρώνω, λήγω",Πρέπει να τελειώσουμε τη συνάντηση τώρα γιατί ο χρόνος τελείωσε.,"закінчувати, завершувати, припиняти","Нам потрібно закінчити зустріч зараз, оскільки час вичерпано.","заканчивать, завершать, прекращать","Нам нужно закончить встречу сейчас, так как время вышло.","समाप्त करना, खत्म करना, पूरा करना",हमें अब बैठक समाप्त करनी होगी क्योंकि समय समाप्त हो गया है।,"শেষ করা, সমাপ্ত করা, ইতি টানা",আমাদের এখন সভাটি শেষ করতে হবে কারণ সময় শেষ।,"përfundoj, mbaroj, mbyll",Ne duhet ta përfundojmë mbledhjen tani sepse koha mbaroi.,"bitirmek, sonlandırmak, tamamlamak",Süre dolduğu için toplantıyı şimdi bitirmeliyiz.,"menamatkan, mengakhiri, menyelesaikan",Kita perlu menamatkan mesyuarat sekarang kerana masa sudah tamat.,"tapusin, wakasan, itigil",Kailangan na nating tapusin ang meeting ngayon dahil tapos na ang oras.,Avslutar,"Finishes, ends",Han avslutar sitt arbete för dagen.,He is finishing his work for the day.,Avslutade,"Finished, ended",De avslutade projektet i förra veckan.,They finished the project last week.,Avslutat,"Finished, ended",Har du avslutat din utbildning än?,Have you finished your education yet?,9735,"GROUP: 1 # FORM: 6 # FREQ: 9 # NUANCE: Denotes bringing something to a formal or definitive conclusion or termination # PART: N/A # COLL: Avsluta ett möte, avsluta ett abonnemang, avsluta en anställning # REG: General to formal # REFL: Nej # ERR: Learners often confuse it with sluta which is more common for stopping an action or finishing a school day "," GROUP: 1 # FORM: 6 # FREQ: 9 # NUANCE: Describes the current act of bringing a process or task to an end # PART: N/A # COLL: Avslutar kontot, avslutar samtalet # REG: Neutral # REFL: Nej # ERR: Misspelling the ending as -er instead of -ar "," GROUP: 1 # FORM: 6 # FREQ: 8 # NUANCE: Indicates that an event or action was completed in the past # PART: N/A # COLL: Avslutade sin karriär, avslutade affären # REG: General # REFL: Nej # ERR: Mixing it up with the supinum form or using the incorrect past tense ending for group 1 verbs "," GROUP: 1 # FORM: 6 # FREQ: 8 # NUANCE: Used with have or has to indicate a finished state or completed education # PART: N/A # COLL: Har avslutat studierna, hade avslutat medlemskapet # REG: Neutral # REFL: Nej # ERR: Forgetting the -t ending or using the preteritum form instead of supinum in perfect tenses"
Kelly List,Set 01,0951 to 1000,Verb,Att Sova,Jag brukar sova åtta timmar varje natt.,"sleep, slumber, nap",I usually sleep eight hours every night.,"dormir, pernoctar, descansar",Suelo dormir ocho horas cada noche.,"خوابیدن, استراحت کردن, غنودن",من معمولاً هر شب هشت ساعت می‌خوابم.,"κοιμάμαι, λαγοκοιμάμαι, ξεκουράζομαι",Συνήθως κοιμάμαι οκτώ ώρες κάθε βράδυ.,"спати, куняти, дрімати",Зазвичай я сплю вісім годин щоночі.,"спать, почивать, дремать",Обычно я сплю по восемь часов каждую ночь.,"सोना, आराम करना, नींद लेना",मैं आमतौर पर हर रात आठ घंटे सोता हूँ।,"ঘুমানো, নিদ্রা যাওয়া, বিশ্রাম নেওয়া",আমি সাধারণত প্রতি রাতে আট ঘণ্টা ঘুমাই।,"fleje, dremit, pushoj",Zakonisht fle tetë orë çdo natë.,"uyumak, kestirmek, dinlenmek",Genelde her gece sekiz saat uyurum.,"tidur, beradu, melelapkan mata",Saya biasanya tidur lapan jam setiap malam.,"matulog, umidlip, humimlay",Karaniwan akong natutulog nang walong oras gabi-gabi.,Sover,Sleeps,Barnet sover djupt just nu.,The child is sleeping soundly right now.,Sov,Slept,Han sov inte väl igår natt.,He did not sleep well last night.,Sovit,Slept,Jag har sovit i tio timmar.,I have slept for ten hours.,9720,"GROUP: 4 # FORM: 1 # FREQ: 10 # NUANCE: Refers to the general state of being asleep or the act of resting during the night. It is a strong verb. # PART: Sova ut (sleep as long as one needs), Sova över (stay the night or oversleep) # COLL: Sova gott, sova djupt, sova som en stock # REG: Allmän # REFL: Nej # ERR: Confusing it with the noun 'sömn' or using weak verb conjugations. "," GROUP: 4 # FORM: 6 # FREQ: 10 # NUANCE: Describes the ongoing state of sleeping in the present moment. # PART: Sover räv (pretend to be asleep) # COLL: Barnet sover, sover djupt # REG: Allmän # REFL: Nej # ERR: Misspelling the present form or confusing it with similar sounding words. "," GROUP: 4 # FORM: 8 # FREQ: 10 # NUANCE: Refers to the completed action of sleeping in the past. Irregular form 'sov'. # PART: Sov på saken (sleep on it) # COLL: Sov länge, sov inte en blund # REG: Allmän # REFL: Nej # ERR: Using a regular ending like 'sovade' instead of the strong form 'sov'. "," GROUP: 4 # FORM: 9 # FREQ: 10 # NUANCE: Used with 'har' or 'hade' to indicate the perfect or pluperfect tense. Irregular form 'sovit'. # PART: Har sovit ut # COLL: Har sovit bra, har sovit hela dagen # REG: Allmän # REFL: Nej # ERR: Confusing the supinum 'sovit' with the past participle 'soven'."
Kelly List,Set 01,0951 to 1000,Verb,Att föda,Hon ska föda barn snart.,"give birth, bear, produce",She is going to give birth soon.,"dar a luz, parir, procrear",Ella va a dar a luz pronto.,"زاییدن, وضع حمل کردن, تولد یافتن",او به زودی زایمان خواهد کرد.,"γεννώ, φέρνω στον κόσμο, παράγω",Θα γεννήσει σύντομα.,"народжувати, породити, давати життя",Вона скоро народить дитину.,"рожать, производить на свет, порождать",Она скоро родит ребенка.,"जन्म देना, पैदा करना, प्रसव करना",वह जल्द ही बच्चे को जन्म देने वाली है।,"জন্ম দেওয়া, প্রসব করা, উৎপাদন করা",তিনি শীঘ্রই সন্তান প্রসব করবেন।,"lind, pjell, nxjerr në dritë",Ajo do të lindë së shpejti.,"doğurmak, dünyaya getirmek, yavrulamak",Yakında doğum yapacak.,"melahirkan, beranak, menghasilkan",Dia akan melahirkan tidak lama lagi.,"manganak, isilang, magluwal",Manganganak na siya sa lalong madaling panahon.,föder,"is giving birth, gives birth",Kon föder en kalv ute på ängen.,The cow is giving birth to a calf in the meadow.,födde,gave birth,Hon födde en dotter förra året.,She gave birth to a daughter last year.,fött,given birth,Hon har fött tre barn.,She has given birth to three children.,9474,"GROUP: 2b # FORM: Infinitiv # FREQ: 7 # NUANCE: Refers to the biological process of giving birth or the act of producing offspring # PART: N/A # COLL: föda barn, föda upp # REG: Neutral to formal # REFL: Nej # ERR: Learners may confuse it with the noun föda (food) or incorrectly use group 1 endings "," GROUP: 2b # FORM: Presens # FREQ: 7 # NUANCE: Describes the ongoing or habitual action of giving birth # PART: N/A # COLL: Hon föder barn, kon föder en kalv # REG: Neutral # REFL: Nej # ERR: Misspelling the stem or using an incorrect vowel in the present tense "," GROUP: 2b # FORM: Preteritum # FREQ: 6 # NUANCE: Used to describe a completed act of giving birth in the past # PART: N/A # COLL: födde en dotter, födde en son # REG: Neutral # REFL: Nej # ERR: Forgetting the double 'd' in the past tense or confusing it with the past tense of 'följa' "," GROUP: 2b # FORM: Supinum # FREQ: 6 # NUANCE: Used with 'har' or 'hade' to describe a birth that has occurred # PART: N/A # COLL: har fött barn, har fött tre barn # REG: Neutral # REFL: Nej # ERR: Confusing the supinum form 'fött' with 'fått' (received) or using the wrong vowel length"
Kelly List,Set 01,0951 to 1000,Verb,Att Skjuta,Jägaren siktar noga innan han väljer att skjuta.,"shoot, fire, blast",The hunter aims carefully before he chooses to shoot.,"disparar, tirar, balear",El cazador apunta con cuidado antes de decidir disparar.,"شلیک کردن, تیراندازی کردن, پرتاب کردن",شکارچی قبل از اینکه تصمیم به شلیک بگیرد، با دقت نشانه می‌گیرد.,"πυροβολώ, ρίχνω, σκοπεύω",Ο κυνηγός σημαδεύει προσεκτικά πριν αποφασίσει να πυροβολήσει.,"стріляти, гатити, палити","Мисливець ретельно цілиться, перш ніж вирішить стріляти.","стрелять, палить, выстрелить","Охотник тщательно прицеливается, прежде чем решить выстрелить.","शूट करना, गोली मारना, दागना",शिकारी गोली चलाने का फैसला करने से पहले सावधानी से निशाना साधता है।,"গুলি করা, ছোড়া, বিদ্ধ করা",শিকারী গুলি করার সিদ্ধান্ত নেওয়ার আগে সাবধানে লক্ষ্য স্থির করে।,"qëlloj, shkreps, gjuaj",Gjahtari shënjestron me kujdes para se të vendosë të qëllojë.,"ateş etmek, vurmak, silah atmak",Avcı ateş etmeye karar vermeden önce dikkatlice nişan alıyor.,"menembak, melepaskan tembakan, membedil",Pemburu itu membidik dengan teliti sebelum dia memilih untuk menembak.,"barilin, pumanà, itudla",Maingat na nag-aasinta ang mangangaso bago niya piliing mamaril.,Skjuter,Shooting,Han skjuter på målet.,He is shooting at the target.,Sköt,Shot,Han sköt ett skott i luften.,He fired a shot into the air.,Skjutit,Shot,Han har skjutit många pilar.,He has shot many arrows.,9463,"GROUP: 4 # FORM: 5 # FREQ: 8 # NUANCE: Denotes the act of discharging a weapon or moving something quickly. It can also mean to push or postpone. # PART: Skjuta upp (postpone), skjuta på (push/shoot at), skjuta till (contribute) # COLL: Skjuta skarpt, skjuta mål, skjuta upp ett möte # REG: General to formal # REFL: Nej # ERR: Confusing the vowel change in past tense with group 1 verbs "," GROUP: 4 # FORM: 5 # FREQ: 8 # NUANCE: Describes the ongoing action of shooting or pushing. # PART: Skjuter upp, skjuter på # COLL: Han skjuter målmedvetet # REG: General # REFL: Nej # ERR: Misspelling with double 't' "," GROUP: 4 # FORM: 5 # FREQ: 8 # NUANCE: Indicates a completed action in the past involving shooting or pushing. # PART: Sköt upp, sköt på # COLL: Sköt ett skott # REG: General # REFL: Nej # ERR: Using 'skjutade' instead of the irregular 'sköt' "," GROUP: 4 # FORM: 5 # FREQ: 8 # NUANCE: Used with 'har' or 'hade' to indicate the perfect aspect of shooting or pushing. # PART: Skjutit upp, skjutit på # COLL: Har skjutit pilar # REG: General # REFL: Nej # ERR: Forgetting the 'i' in the ending and using 'skjutat'"
