Source,Subtopic1,Subtopic2,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example
Kelly List,A1,301-400,en grund,Båten gick på grund nära kusten.,"basis, foundation, ground",The boat ran aground near the coast.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,runt,Barnen sprang runt i trädgården hela dagen.,"around, about, approximately",The children ran around in the garden all day.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en framtid,Ingen vet vad som kommer att hända i framtiden.,"future, futurity, hereafter",No one knows what will happen in the future.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att köra Imp: kör, Pr: kör, Pa: körde, Sup: kört",Jag gillar att köra bil på landet.,"drive, steer, operate",I like driving a car in the countryside.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en etikett,Kom ihåg att sätta en etikett på din resväska innan du checkar in den.,"label, tag, sticker",Remember to put a label on your suitcase before you check it in.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,fri,Hon känner sig äntligen fri efter att ha slutat sitt jobb.,"free, independent, liberated",She finally feels free after quitting her job.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,ett behov,Vi har ett stort behov av ny personal.,"need, necessity, requirement",We have a great need for new staff.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en timme (el. timma),Jag väntar en timme på bussen.,"hour, period, bell",I am waiting an hour for the bus.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att hoppas Imp: hoppas, Pr: hoppas, Pa: hoppades, Sup: hoppats",Jag hoppas att vi ses snart.,"hope, trust, anticipate",I hope we see each other soon.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,ensam,Jag vill vara ensam en stund.,"alone, lonely, solitary",I want to be alone for a while.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,snart,Vi ses snart!,"soon, shortly, presently",See you soon!,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,rätt,Du har helt rätt i det du säger.,"rightly, correctly, accurately",You are absolutely right in what you are saying.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att förklara Imp: förklara, Pr: förklarar, Pa: förklarade, Sup: förklarat",Kan du förklara hur den här maskinen fungerar?,"explain, clarify, elucidate",Can you explain how this machine works?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att tvinga Imp: tvinga, Pr: tvingar, Pa: tvingade, Sup: tvingat",Man kan inte tvinga någon att älska en.,"force, compel, coerce",You cannot force someone to love you.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att påverka Imp: påverka, Pr: påverkar, Pa: påverkade, Sup: påverkat",Beslutet kommer att påverka många människor.,"affect, influence, impact",The decision will affect many people.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en anledning,Det finns ingen anledning att oroa sig.,"reason, cause, motive",There is no reason to worry.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att titta Imp: titta, Pr: tittar, Pa: tittade, Sup: tittat",Kan du titta på den här bilden?,"look, watch, see",Can you look at this picture?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att minska Imp: minska, Pr: minskar, Pa: minskade, Sup: minskat",Vi måste försöka minska våra utgifter.,"decrease, reduce, lessen",We must try to reduce our expenses.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,i alla fall (el. iallafall; förk. iaf),"Det spelar ingen roll, jag tänker gå dit i alla fall.","anyway, anyhow, nevertheless","It doesn't matter, I'm going there anyway.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,direkt,Tåget går direkt till Stockholm.,"directly, immediately, straight",The train goes directly to Stockholm.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en ekonomi,Hon studerar ekonomi vid universitetet i Lund.,"economy, finances, wealth",She is studying economics at the university in Lund.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att bestämma Imp: bestäm, Pr: bestämmer, Pa: bestämde, Sup: bestämt",Vi måste bestämma oss nu.,"decide, determine, resolve",We must decide now.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att skicka Imp: skicka, Pr: skickar, Pa: skickade, Sup: skickat",Kan du skicka mig ett mejl?,"send, dispatch, ship",Can you send me an email?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,trots,De gick ut på promenad trots det dåliga vädret.,"despite, notwithstanding, regardless",They went out for a walk despite the bad weather.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en åsikt,Vad är din åsikt om den nya filmen?,"opinion, view, belief",What is your opinion on the new movie?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en diskussion,Vi hade en intressant diskussion om framtiden.,"discussion, conversation, debate",We had an interesting discussion about the future.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en rad,Vi stod i en lång rad för att komma in på museet.,"row, line, series",We stood in a long line to get into the museum.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,ett faktum,Det är ett obestridligt faktum att klimatet förändras.,"fact, reality, truth",It is an indisputable fact that the climate is changing.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en tidning,Jag läser en tidning varje morgon.,"newspaper, magazine, journal",I read a newspaper every morning.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en mening,Kan du förklara vad den här meningen betyder?,"sentence, meaning, intent",Can you explain what this sentence means?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,rätt,Det är helt rätt.,"correct, accurate, right",That is completely right.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,gemensam,Vi har ett gemensamt intresse för musik.,"common, joint, shared",We have a common interest in music.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,klar,Är du klar med dina läxor?,"clear, ready, finished",Are you finished with your homework?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,is,Min bror är lärare.,"ice, frost, glacier",My brother is a teacher.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en bil,Jag kör min bil till jobbet varje dag.,"car, automobile, vehicle",I drive my car to work every day.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en myndighet,Beslutet togs av en statlig myndighet.,"authority, agency, body",The decision was made by a government authority.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,allmän,Det är en allmän uppfattning att rökning är skadligt för hälsan.,"general, common, universal",It is a general perception that smoking is harmful to your health.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,musik,Jag lyssnar på musik varje dag.,"music, melody, rhythm",I listen to music every day.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att ändra Imp: ändra, Pr: ändrar, Pa: ändrade, Sup: ändrat",Kan du ändra ditt lösenord?,"change, alter, modify",Can you change your password?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att träffa Imp: träffa, Pr: träffar, Pa: träffade, Sup: träffat",Jag ska träffa mina vänner imorgon.,"meet, encounter, see",I am going to meet my friends tomorrow.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att diskutera Imp: diskutera, Pr: diskuterar, Pa: diskuterade, Sup: diskuterat",Vi kan diskutera frågan imorgon.,"discuss, debate, talk",We can discuss the matter tomorrow.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att driva Imp: driv, Pr: driver, Pa: drev, Sup: drivit",De driver ett litet företag tillsammans.,"drive, operate, propel",They run a small company together.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att sälja Imp: sälj, Pr: säljer, Pa: sålde, Sup: sålt",Jag vill sälja min bil så snart som möjligt.,"sell, vend, market",I want to sell my car as soon as possible.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att sakna Imp: sakna, Pr: saknar, Pa: saknade, Sup: saknat",Jag saknar min familj väldigt mycket.,"miss, lack, want",I miss my family very much.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,ett program,Jag måste installera ett nytt program på min dator.,"program, show, schedule",I need to install a new program on my computer.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,ifrån,Han kommer ifrån en liten stad i Sverige.,"from, away, off",He comes from a small town in Sweden.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att länka Imp: länka, Pr: länkar, Pa: länkade, Sup: länkat",Kan du länka till artikeln du pratade om?,"link, connect, join",Can you link to the article you were talking about?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,kunskap,Hon har stor kunskap om svensk historia.,"knowledge, understanding, expertise",She has great knowledge of Swedish history.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,amerikansk,Han pratar med en amerikansk brytning.,"American, US, Yankee",He speaks with an American accent.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att tyda Imp: tyd, Pr: tyder, Pa: tydde, Sup: tytt",Det är svårt att tyda hans handstil.,"interpret, decipher, decode",It is difficult to decipher his handwriting.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en början,Vi ses i början av nästa vecka.,"beginning, start, commencement",We will see each other at the beginning of next week.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,fin,Det är en fin dag idag.,"fine, nice, good",It is a nice day today.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att genomföra Imp: genomför, Pr: genomför, Pa: genomförde, Sup: genomfört",Vi måste genomföra projektet enligt planen.,"implement, execute, perform",We must carry out the project according to the plan.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,via,Vi skickade informationen via e-post.,"via, through, by",We sent the information via email.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,före,Vi ses före lunch på fredag.,"before, prior, previous",We are meeting before lunch on Friday.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en dom,"De gick på bio igår, men dom glömde att köpa popcorn.","cathedral, minster, basilica","They went to the cinema yesterday, but they forgot to buy popcorn.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,enkel,Det är en enkel fråga att besvara.,"simple, easy, straightforward",It is a simple question to answer.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,ett pris,Vad är det för pris på den här tröjan?,"price, cost, value",What is the price of this sweater?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att räkna Imp: räkna, Pr: räknar, Pa: räknade, Sup: räknat",Barnen lär sig att räkna i skolan.,"count, calculate, compute",The children are learning to count in school.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att beskriva Imp: beskriv, Pr: beskriver, Pa: beskrev, Sup: beskrivit",Kan du beskriva din lägenhet för mig?,"describe, depict, portray",Can you describe your apartment for me?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,hem,Jag går hem nu.,"home, house, residence",I am going home now.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att möta Imp: möt, Pr: möter, Pa: mötte, Sup: mött",Vi kan mötas utanför biblioteket klockan fem.,"meet, encounter, face",We can meet outside the library at five o'clock.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,såsom,"Han har arbetat på flera stora företag, såsom Volvo och Ericsson.","as, like, including","He has worked at several large companies, such as Volvo and Ericsson.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en idé,Det var en bra idé att gå på bio ikväll.,"idea, concept, notion",It was a good idea to go to the cinema tonight.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att heta Imp: heta, Pr: heter, Pa: hette, Sup: hetat",De heta sommardagarna är äntligen här.,"be called, name, title",The hot summer days are finally here.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att äta Imp: ät, Pr: äter, Pa: åt, Sup: ätit",Jag tycker om att äta middag med min familj.,"eat, consume, dine",I like eating dinner with my family.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,ett syfte,Vad är syftet med det här mötet?,"purpose, aim, goal",What is the purpose of this meeting?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att flytta Imp: flytta, Pr: flyttar, Pa: flyttade, Sup: flyttat",Vi ska flytta till en ny lägenhet nästa månad.,"move, relocate, shift",We are going to move to a new apartment next month.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att utgöra Imp: utgör, Pr: utgör, Pa: utgjorde, Sup: utgjort",Vatten utgör huvuddelen av kroppsvikten.,"constitute, comprise, form",Water constitutes the main part of body weight.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en politiker,Många politiker lovar sänkta skatter inför valet.,"politician, statesman, lawmaker",Many politicians promise lower taxes before the election.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en förälder,Min förälder lagar god mat.,"parent, mother, father",My parent is cooking delicious food.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en marknad,Det finns en stor marknad för ekologiska produkter i Sverige.,"market, bazaar, marketplace",There is a large market for organic products in Sweden.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,utbildning,Hon har en lång utbildning bakom sig.,"education, training, schooling",She has a long education behind her.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att röra Imp: rör, Pr: rör, Pa: rörde, Sup: rört",Rör inte vid mina saker.,"touch, move, stir",Don't touch my things.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en nivå,Studenterna studerar på en hög nivå.,"level, tier, rank",The students are studying at a high level.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en mängd,En stor mängd människor samlades på torget.,"amount, quantity, number",A large number of people gathered in the square.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en betydelse,Vad är ordets betydelse?,"significance, meaning, importance",What is the meaning of the word?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,kristen,Han är kristen och går i kyrkan varje söndag.,"Christian, devout, pious",He is Christian and goes to church every Sunday.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att dö Imp: dö, Pr: dör, Pa: dog, Sup: dött",Många blommor dör under vintern.,"die, perish, expire",Many flowers die during the winter.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,allt,Jag önskar dig allt gott i framtiden.,"everything, all, entirely",I wish you all the best in the future.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,en kväll,Jag läser en bok i kväll.,"evening, night, dusk",I am reading a book tonight.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,bildning,Hon värdesätter bildning högre än materiell rikedom.,"education, cultivation, enlightenment",She values education and culture higher than material wealth.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att växa Imp: väx, Pr: växer, Pa: växte, Sup: vuxit",Barnen växer så fort nuförtiden.,"grow, develop, expand",The children are growing so fast these days.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,per,Biljetten kostar hundra kronor per person.,"per, each, every",The ticket costs one hundred kronor per person.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,offentlig,Biblioteket är öppet för den breda offentligheten.,"public, open, communal",The library is open to the general public.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,"att våga Imp: våga, Pr: vågar, Pa: vågade, Sup: vågat",Man måste våga för att vinna.,"dare, venture, hazard",One must dare in order to win.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,vatten,Kan jag få ett glas vatten?,"water, liquid, aqua",Can I have a glass of water?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,håll,Bilen körde i hög fart åt mitt håll.,"direction, way, side",The car drove at high speed in my direction.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,301-400,mänsklig,Att fela är mänskligt.,"human, humane, mortal",To err is human.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att fatta Imp: fatta, Pr: fattar, Pa: fattade, Sup: fattat",Jag fattar inte vad han menar.,"understand, comprehend, grasp",I don't understand what he means.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en förändring,Vi behöver en förändring i vårt arbetssätt.,"change, alteration, modification",We need a change in our way of working.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att nämna Imp: nämn, Pr: nämner, Pa: nämnde, Sup: nämnt",Kan du nämna tre av dina favoritböcker?,"mention, state, cite",Can you name three of your favorite books?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,enskild,Varje enskild individ har rätt att uttrycka sin åsikt.,"individual, private, single",Every single individual has the right to express their opinion.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,rätt,Det är rätt svar på frågan.,"rightly, correctly, accurately",That is the correct answer to the question.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att be (el. bedja) Imp: be, Pr: ber, Pa: bad, Sup: bett",Jag bad henne om hjälp med läxan.,"pray, entreat, plead",I asked her for help with the homework.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en punkt,Mötet avslutas med en sista punkt på dagordningen.,"point, dot, period",The meeting concludes with one last item on the agenda.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en mission,Organisationen slutförde sin mission i rymden.,"mission, assignment, task",The organization completed its mission in space.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,igår (el. i går),Jag gick på bio igår.,"yesterday, formerly, previously",I went to the cinema yesterday.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en kommission,Kommissionen har lagt fram ett nytt lagförslag.,"commission, board, committee",The commission has presented a new legislative proposal.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en ort,Han bor på en liten ort i norra Sverige.,"locality, area, region",He lives in a small town in northern Sweden.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att anta Imp: anta, Pr: antar, Pa: antog, Sup: antagit",Vi antog att han skulle komma i tid.,"assume, presume, suppose",We assumed that he would arrive on time.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,trots att,Hon gick till jobbet trots att hon var sjuk.,"although, even though, despite",She went to work even though she was sick.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att föreslå Imp: föreslå, Pr: föreslår, Pa: föreslog, Sup: föreslagit",Jag föreslår att vi tar en paus nu.,"suggest, propose, recommend",I suggest that we take a break now.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,igenom,Vi gick igenom alla dokumenten tillsammans.,"through, across, via",We went through all the documents together.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att undra Imp: undra, Pr: undrar, Pa: undrade, Sup: undrat",Jag undrar om det kommer att regna idag.,"wonder, ponder, speculate",I wonder if it will rain today.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ett möte,Vi ska ha ett möte i morgon bitti.,"meeting, gathering, assembly",We are going to have a meeting tomorrow morning.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en gräns,Vi bor nära den norska gränsen.,"border, boundary, limit",We live near the Norwegian border.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att lyssna Imp: lyssna, Pr: lyssnar, Pa: lyssnade, Sup: lyssnat",Jag gillar att lyssna på musik när jag arbetar.,"listen, hear, attend",I like to listen to music when I work.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att delta Imp: delta, Pr: deltar, Pa: deltog, Sup: deltagit",Han valde att delta i tävlingen förra året.,"participate, attend, join",He chose to participate in the competition last year.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ett samarbete,Det krävs ett gott samarbete för att lyckas med projektet.,"collaboration, cooperation, partnership",Good cooperation is required to succeed with the project.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,annars,"Skynda dig, annars kommer du att missa tåget.","otherwise, differently, else","Hurry up, otherwise you will miss the train.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att falla Imp: fall, Pr: faller, Pa: föll, Sup: fallit",Löven börjar falla från träden på hösten.,"fall, drop, tumble",The leaves begin to fall from the trees in the autumn.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,nära,Vi bor nära skolan.,"near, close, nearby",We live near the school.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ett rum,Mitt hus har tre rum och ett kök.,"room, chamber, space",My house has three rooms and a kitchen.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ungefär,Det tar ungefär tio minuter att gå till stationen.,"approximately, roughly, about",It takes about ten minutes to walk to the station.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att starta Imp: starta, Pr: startar, Pa: startade, Sup: startat",Han startade bilen och körde iväg.,"start, begin, commence",He started the car and drove away.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att inse Imp: inse, Pr: inser, Pa: insåg, Sup: insett",Jag insåg inte hur sent det var.,"realize, understand, comprehend",I did not realize how late it was.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,internet,Jag använder internet varje dag för att arbeta.,"internet, web, net",I use the internet every day to work.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ett hov,Hästens hov behövde rengöras efter ridturen.,"court, retinue, entourage",The horse's hoof needed to be cleaned after the ride.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,öppen,Dörren står öppen.,"open, accessible, unlocked",The door is open.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att bidra Imp: bidra, Pr: bidrar, Pa: bidrog, Sup: bidragit",Många volontärer valde att bidra till projektet.,"contribute, donate, assist",Many volunteers chose to contribute to the project.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att luta Imp: luta, Pr: lutar, Pa: lutade, Sup: lutat",Hon lutade sig mot väggen för att vila.,"lean, tilt, slant",She leaned against the wall to rest.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ett ämne,Vilket är ditt favoritämne i skolan?,"subject, topic, theme",What is your favorite subject in school?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,få,Jag fick en present av min vän.,"few, scarce, limited",I received a gift from my friend.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en socialdemokrat (vardagl. sosse),Han är en övertygad socialdemokrat och har varit medlem i partiet i många år.,"social democrat, socialist, progressive",He is a convinced Social Democrat and has been a member of the party for many years.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ett projekt,Vi arbetar på ett nytt projekt tillsammans.,"project, plan, scheme",We are working on a new project together.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,övrig,De övriga gästerna kommer senare.,"other, remaining, rest",The other guests are coming later.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,dels,"Vi valde huset dels för läget, dels för priset.","partly, partially, halfway","We chose the house partly for the location, partly for the price.",,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,framför allt (el. framförallt),Han gillar framför allt att spela fotboll.,"above all, especially, primarily",He especially likes playing football.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,positiv,Hon har en positiv inställning till livet.,"positive, optimistic, favorable",She has a positive attitude towards life.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,rolig,Det var en rolig film som vi såg igår.,"funny, humorous, amusing",It was a funny movie that we saw yesterday.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en port,Han öppnade porten och gick in i huset.,"gate, entrance, door",He opened the gate and went into the house.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att bero Imp: bero, Pr: beror, Pa: berodde, Sup: berott",Det beror helt på vädret.,"depend, rely, count",It depends entirely on the weather.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att minnas Imp: minns, Pr: minns, Pa: mindes, Sup: mints",Jag försöker minnas vad vi gjorde förra sommaren.,"remember, recall, recollect",I am trying to remember what we did last summer.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att rösta Imp: rösta, Pr: röstar, Pa: röstade, Sup: röstat",Många människor gick för att rösta i valet.,"vote, ballot, poll",Many people went to vote in the election.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,riktig,Du är en riktig vän,"real, genuine, true",You are a true friend,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en rapport,Han skrev en detaljerad rapport om projektets framsteg.,"report, account, record",He wrote a detailed report on the project's progress.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en lösning,Vi letar efter en bra lösning på problemet.,"solution, answer, resolution",We are looking for a good solution to the problem.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,personlig,Det är viktigt att ha en personlig stil.,"personal, private, individual",It is important to have a personal style.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att kommentera Imp: kommentera, Pr: kommenterar, Pa: kommenterade, Sup: kommenterat",Kan du kommentera på artikeln?,"comment, remark, observe",Can you comment on the article?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,som att,Det ser ut som att det kommer att regna idag.,"as, like, since",It looks like it is going to rain today.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att gilla Imp: gilla, Pr: gillar, Pa: gillade, Sup: gillat",Jag gillar att läsa böcker på kvällen.,"like, enjoy, admire",I like reading books in the evening.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att bryta Imp: bryt, Pr: bryter, Pa: bröt, Sup: brutit",Han lyckades bryta tystnaden efter en lång stund.,"break, fracture, snap",He managed to break the silence after a long while.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,hjälp,Kan du hjälpa mig med läxan?,"help, assistance, aid",Can you help me with my homework?,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,juli,Vi ska åka till Sverige i juli.,"July, seventh month, midsummer",We are going to Sweden in July.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,"att innehålla Imp: innehåll, Pr: innehåller, Pa: innehöll, Sup: innehållit",Paketet kan innehålla spår av nötter.,"contain, include, comprise",The package may contain traces of nuts.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,ett tillfälle,Det här är ett bra tillfälle att börja lära sig ett nytt språk.,"opportunity, chance, occasion",This is a good opportunity to start learning a new language.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,forskning,Forskning visar att det är viktigt att sova ordentligt.,"research, study, investigation",Research shows that it is important to sleep properly.,,,,,,,,,,,,,,,,,,,,,,
Kelly List,A1,401-500,en röst,Hon har en vacker röst.,"voice, sound, expression",She has a beautiful voice.,,,,,,,,,,,,,,,,,,,,,,
