Source,Subtopic1,Subtopic2,Swedish,SwedishExample,en_Word,en_Example,es_Word,es_Example,fa_Word,fa_Example,el_Word,el_Example,uk_Word,uk_Example,ru_Word,ru_Example,hi_Word,hi_Example,bn_Word,bn_Example,sq_Word,sq_Example,tr_Word,tr_Example,ms_Word,ms_Example,fil_Word,fil_Example
Rivstart B1+B2,Ordkort,Kapitel 2,hjälpsam,Tack för att du var så hjälpsam när jag flyttade.,helpful / supportive / accommodating,Thank you for being so helpful when I moved.,útil,Gracias por ser de tanta ayuda cuando me mudé.,مفید,از اینکه موقع اسباب‌کشی خیلی کمکم کردید ممنونم.,χρήσιμος,Σας ευχαριστώ που ήσασταν τόσο εξυπηρετικοί όταν μετακόμισα.,корисний,Дякую / що так допомогли мені / коли я переїжджав.,полезный,Спасибо / что оказали мне такую ​​помощь / когда я переезжал.,मददगार,जब मैं स्थानांतरित हुआ तो इतनी मदद करने के लिए धन्यवाद।,সহায়ক,আমি যখন স্থানান্তরিত হয়েছিলাম তখন এত সহায়তা করার জন্য ধন্যবাদ।,i dobishëm,Faleminderit që më ndihmove kaq shumë kur u zhvendosa.,yardımsever,Taşındığımda bana bu kadar yardımcı olduğunuz için teşekkür ederim.,membantu,Terima kasih kerana banyak membantu semasa saya berpindah.,nakakatulong,Salamat sa pagiging matulungin mo noong lumipat ako.
Rivstart B1+B2,Ordkort,Kapitel 2,en maskerad,Alla gäster hade fina kostymer på maskeraden.,a masquerade / a costume party,All the guests had nice costumes at the masquerade.,una mascarada,Todos los invitados llevaban disfraces elegantes en el baile de máscaras.,یک نقابدار,همه مهمانان در جشن بالماسکه لباس‌های فاخر پوشیده بودند.,μια μεταμφίεση,Όλοι οι καλεσμένοι φορούσαν φανταχτερές στολές στη μεταμφίεση.,маскарад,Усі гості на маскараді були одягнені в вишукані костюми.,маскарад,Все гости на маскараде были в карнавальных костюмах.,एक बहाना,सभी मेहमानों ने इस समारोह में आकर्षक पोशाकें पहनी थीं।,একটি ছদ্মবেশ,মাস্কেরেডে সকল অতিথিই অভিনব পোশাক পরেছিলেন।,një maskaradë,Të gjithë të ftuarit mbanin kostume të zbukuruara në maskaradë.,bir maskeli balo,Maskeli baloda tüm davetliler şık kostümler giydi.,sebuah penyamaran,Semua tetamu memakai pakaian mewah pada penyamaran itu.,isang pagbabalatkayo,Ang lahat ng mga bisita ay nakasuot ng magagarang kasuotan sa pagbabalatkayo.
Rivstart B1+B2,Ordkort,Kapitel 2,ett uppdrag,Agenten fick ett hemligt uppdrag.,an assignment / a mission / a task,The agent received a secret mission.,una misión,Al agente se le asignó una misión secreta.,یک ماموریت,به این مامور یک ماموریت مخفی داده شد.,μια αποστολή,Ο πράκτορας ανέλαβε μια μυστική αποστολή.,місія,Агенту було доручено секретне завдання.,миссия,Агенту было поручено секретное задание.,एक मिशन,एजेंट को एक गुप्त मिशन दिया गया था।,একটি মিশন,এজেন্টকে একটি গোপন মিশন দেওয়া হয়েছিল।,një mision,Agjentit iu dha një mision sekret.,bir görev,Ajana gizli bir görev verildi.,sebuah misi,Ejen itu diberi misi rahsia.,isang misyon,Ang ahente ay binigyan ng isang lihim na misyon.
Rivstart B1+B2,Ordkort,Kapitel 2,pålitlig,Hon är en pålitlig vän som alltid ställer upp.,reliable / dependable / trustworthy,She is a reliable friend who always shows up.,confiable,Ella es una amiga confiable que siempre está a tu lado.,قابل اعتماد,او یک دوست قابل اعتماد است که همیشه در کنار شماست.,αξιόπιστος,Είναι μια αξιόπιστη φίλη που στέκεται πάντα δίπλα σου.,надійний,Вона надійний друг / який завжди буде поруч з тобою.,надежный,Она надежный друг / который всегда будет рядом.,भरोसेमंद,वह एक विश्वसनीय मित्र है जो सदैव आपके साथ खड़ी रहती है।,নির্ভরযোগ্য,সে একজন নির্ভরযোগ্য বন্ধু যে সবসময় তোমার পাশে থাকে।,i besueshëm,Ajo është një shoqe e besueshme që gjithmonë qëndron pranë jush.,güvenilir,O / her zaman yanınızda olan güvenilir bir dosttur.,boleh dipercayai,Dia adalah kawan yang boleh dipercayai yang sentiasa berdiri di sisi anda.,maaasahan,Siya ay isang maaasahang kaibigan na laging nasa tabi mo.
Rivstart B1+B2,Ordkort,Kapitel 2,sminka sig,Hon sminkar sig alltid innan hon går till jobbet.,to put on makeup / to make up,She always puts on makeup before she goes to work.,maquillarse,Ella siempre se maquilla antes de ir a trabajar.,آرایش کردن,او همیشه قبل از رفتن به سر کار آرایش می‌کند.,να βάζω μακιγιάζ,Πάντα βάζει μακιγιάζ πριν πάει στη δουλειά.,наносити макіяж,Вона завжди наносить макіяж перед тим / як іти на роботу.,наносить макияж,Она всегда красится перед тем / как пойти на работу.,मेकअप लगाने के लिए,वह काम पर जाने से पहले हमेशा मेकअप करती है।,মেকআপ করা,সে সবসময় কাজে যাওয়ার আগে মেকআপ করে।,për të vënë grim,Ajo gjithmonë vendos grim para se të shkojë në punë.,makyaj yapmak,O / işe gitmeden önce mutlaka makyaj yapar.,untuk memakai solek,Dia selalu bersolek sebelum pergi kerja.,para mag-makeup,Palagi siyang nagme-makeup bago siya pumasok sa trabaho.
Rivstart B1+B2,Ordkort,Kapitel 2,äntligen,Äntligen är semestern här!,finally / at (long) last,Finally / the vacation is here!,finalmente,¡Por fin han llegado las vacaciones!,بالاخره,تعطیلات بالاخره از راه رسید!,τελικά,Οι γιορτές έφτασαν επιτέλους!,нарешті,Свята нарешті настали!,окончательно,Наконец-то наступили праздники!,अंत में,अंततः छुट्टियाँ आ गयीं!,অবশেষে,ছুটির দিনগুলি অবশেষে এখানে!,më në fund,Pushimet më në fund kanë mbërritur!,Sonunda,Tatiller nihayet geldi!,akhirnya,Cuti akhirnya tiba!,sa wakas,Ang bakasyon ay narito na sa wakas!
Rivstart B1+B2,Ordkort,Kapitel 2,en nykterist,Han dricker inte alkohol eftersom han är nykterist.,a teetotaler / an abstainer,He doesn't drink alcohol because he is a teetotaler.,un abstemio,Él no bebe alcohol porque es abstemio.,یک طرفدار منع مصرف مشروبات الکلی,او الکل نمی‌نوشد چون طرفدار پرهیز از الکل است.,ένας που δεν πίνει καθόλου,Δεν πίνει αλκοόλ επειδή δεν πίνει καθόλου.,непитущий,Він не вживає алкоголь / бо не п'є взагалі.,трезвенник,Он не употребляет алкоголь / потому что он трезвенник.,शराब न पीने वाला,वह शराब नहीं पीता क्योंकि वह शराब नहीं पीता।,একজন মদ্যপায়ী,সে মদ্যপান করে না কারণ সে একজন মদ্যপ।,një që nuk pi alkool,Ai nuk pi alkool sepse nuk pi fare alkool.,bir içki içmeyen,Alkol kullanmıyor çünkü hiç içmiyor.,seorang yang teetotaler,Dia tidak minum alkohol kerana dia seorang yang teetotaler.,isang teetotaler,Hindi siya umiinom ng alak dahil teetotaler siya.
Rivstart B1+B2,Ordkort,Kapitel 2,lova,Han lovade att komma hem i tid till middagen.,to promise / to guarantee,He promised to come home in time for dinner.,promesa,Prometió llegar a casa a tiempo para la cena.,وعده,قول داد که سر وقت برای شام به خانه برسد.,υπόσχεση,Υποσχέθηκε να είναι σπίτι εγκαίρως για το δείπνο.,обіцянка,Він пообіцяв бути вдома вчасно до вечері.,обещать,Он обещал вернуться домой к ужину.,वादा,उसने भोजन के समय तक घर आने का वादा किया।,প্রতিশ্রুতি,সে রাতের খাবারের জন্য সময়মতো বাড়িতে আসার প্রতিশ্রুতি দিয়েছিল।,premtim,Ai premtoi të ishte në shtëpi në kohë për darkë.,söz,Akşam yemeğine yetişeceğine söz verdi.,janji,Dia berjanji akan pulang tepat waktu untuk makan malam.,pangako,Nangako siyang uuwi sa oras ng hapunan.
Rivstart B1+B2,Ordkort,Kapitel 2,bränna,Solen brände min hud igår.,to burn / to scorch / to sting,The sun burned my skin yesterday.,quemar,El sol me quemó la piel ayer.,سوزاندن,آفتاب دیروز پوستم را سوزاند.,έγκαυμα,Ο ήλιος μου έκαψε το δέρμα χθες.,опік,Вчора сонце обпекло мою шкіру.,гореть,Вчера солнце обожгло мою кожу.,जलाना,कल सूरज ने मेरी त्वचा जला दी।,পোড়া,গতকাল রোদে আমার ত্বক পুড়ে গেছে।,djeg,Dielli më dogji lëkurën dje.,yakmak,Dün güneş tenimi yaktı.,terbakar,Matahari membakar kulit saya semalam.,paso,Nasunog ang balat ko kahapon dahil sa sikat ng araw.
Rivstart B1+B2,Ordkort,Kapitel 2,en privatekonomi,Det är viktigt att ha kontroll över sin privatekonomi.,personal finances / personal economy,It's important to have control over one's personal finances.,unas finanzas personales,Es importante tener control sobre tus finanzas personales.,امور مالی شخصی,مهم است که بتوانید امور مالی شخصی خود را کنترل کنید.,προσωπικά οικονομικά,Είναι σημαντικό να έχετε τον έλεγχο των προσωπικών σας οικονομικών.,особисті фінанси,Важливо контролювати свої особисті фінанси.,личные финансы,Важно контролировать свои личные финансы.,एक व्यक्तिगत वित्त,अपने व्यक्तिगत वित्त पर नियंत्रण रखना महत्वपूर्ण है।,একটি ব্যক্তিগত অর্থায়ন,আপনার ব্যক্তিগত আর্থিক বিষয়ের উপর নিয়ন্ত্রণ থাকা গুরুত্বপূর্ণ।,një financë personale,Është e rëndësishme të keni kontroll mbi financat tuaja personale.,kişisel finans,Kişisel finanslarınız üzerinde kontrol sahibi olmanız önemlidir.,kewangan peribadi,Adalah penting untuk mengawal kewangan peribadi anda.,isang personal na pananalapi,Mahalagang magkaroon ng kontrol sa iyong personal na pananalapi.
Rivstart B1+B2,Ordkort,Kapitel 2,få plats,Vi får inte plats med en soffa till i vardagsrummet.,to fit / to have room,We don't have room for another sofa in the living room.,conseguir un lugar,No cabe otro sofá en la sala.,جایی بدست بیاور,ما نمی‌توانیم یک مبل دیگر در اتاق نشیمن جا بدهیم.,βρες μια θέση,Δεν χωράει άλλος καναπές στο σαλόνι.,отримати місце,Ми не можемо помістити ще один диван у вітальні.,получить место,Мы не можем поставить еще один диван в гостиной.,जगह पाओ,हम लिविंग रूम में एक और सोफा नहीं रख सकते।,জায়গা নাও,আমরা বসার ঘরে অন্য সোফা রাখতে পারব না।,gjej një vend,Nuk mund të vendosim një divan tjetër në dhomën e ndenjes.,bir yer edinmek,Oturma odasına bir kanepe daha sığdıramıyoruz.,mendapat tempat,Kami tidak boleh memuatkan sofa lain di ruang tamu.,kumuha ng lugar,Hindi kami magkasya sa ibang sofa sa sala.
Rivstart B1+B2,Ordkort,Kapitel 2,taskig,Det var taskigt gjort av honom.,mean / nasty / (coll.) bad,That was a mean thing for him to do.,de mierda,Fue una cosa horrible de hacer.,مزخرف,کار خیلی زشتی بود.,άθλιος,Ήταν χάλια πράγμα.,паршивий,Це була гидка справа.,паршивый,Это было ужасное дело.,गंदे,यह एक घटिया काम था।,খারাপ,এটা করা একটা জঘন্য কাজ ছিল।,i keq,Ishte një gjë e keqe për t’u bërë.,berbat,Bu çok kötü bir şeydi.,jelek,Ia adalah satu perkara yang buruk untuk dilakukan.,baliw,Ito ay isang masamang bagay na gawin.
Rivstart B1+B2,Ordkort,Kapitel 2,en överdos,Han hamnade på sjukhus efter en överdos.,an overdose,He ended up in the hospital after an overdose.,una sobredosis,Terminó en el hospital después de una sobredosis.,مصرف بیش از حد,او پس از مصرف بیش از حد مواد مخدر در بیمارستان بستری شد.,υπερβολική δόση,Κατέληξε στο νοσοκομείο μετά από υπερβολική δόση.,передозування,Він опинився в лікарні після передозування.,передозировка,Он оказался в больнице из-за передозировки.,ओवरडोज़,ओवरडोज के कारण उन्हें अस्पताल में भर्ती होना पड़ा।,অতিরিক্ত মাত্রা,অতিরিক্ত মাত্রার পর তাকে হাসপাতালে ভর্তি হতে হয়।,një mbidozë,Ai përfundoi në spital pas një mbidoze.,aşırı doz,Aşırı dozdan dolayı hastanede kaldı.,terlebih dos,Dia akhirnya dimasukkan ke hospital selepas overdosis.,isang labis na dosis,Napunta siya sa ospital pagkatapos ng overdose.
Rivstart B1+B2,Ordkort,Kapitel 2,utrotningshotad,Den vita tigern är utrotningshotad.,endangered,The white tiger is endangered.,en peligro,El tigre blanco está en peligro de extinción.,در معرض خطر,ببر سفید در معرض خطر انقراض است.,απειλούμενος,Η λευκή τίγρη κινδυνεύει.,під загрозою зникнення,Білий тигр знаходиться під загрозою зникнення.,находящиеся под угрозой исчезновения,Белый тигр находится под угрозой исчезновения.,संकटग्रस्त,सफेद बाघ संकटग्रस्त है।,বিপন্ন,সাদা বাঘ বিপন্ন।,i rrezikuar,Tigri i bardhë është i rrezikuar.,nesli tükenmekte olan,Beyaz kaplan nesli tükenme tehlikesi altında.,terancam,Harimau putih terancam.,nanganganib,Nanganganib ang puting tigre.
Rivstart B1+B2,Ordkort,Kapitel 2,förbereda sig,Hon måste förbereda sig noga inför sin presentation.,to prepare (oneself) / to get ready,She has to prepare thoroughly for her presentation.,preparar,Ella debe prepararse cuidadosamente para su presentación.,آماده سازی,او باید با دقت برای ارائه خود آماده شود.,προετοιμάζω,Πρέπει να προετοιμαστεί προσεκτικά για την παρουσίασή της.,підготувати,Їй слід ретельно підготуватися до своєї презентації.,подготовить,Она должна тщательно подготовиться к своему выступлению.,तैयार करना,उसे अपनी प्रस्तुति के लिए सावधानीपूर्वक तैयारी करनी होगी।,প্রস্তুত করা,তাকে তার উপস্থাপনার জন্য সাবধানে প্রস্তুতি নিতে হবে।,përgatit,Ajo duhet të përgatitet me kujdes për prezantimin e saj.,hazırlanmak,Sunumuna dikkatlice hazırlanmalı.,sediakan,Dia mesti bersedia dengan teliti untuk pembentangannya.,maghanda,Kailangan niyang maghanda nang mabuti para sa kanyang pagtatanghal.
Rivstart B1+B2,Ordkort,Kapitel 2,räknas,Det är tanken som räknas.,to count / to be considered,It's the thought that counts.,cuenta,Es la intención lo que cuenta.,می شمارد,این فکر است که اهمیت دارد.,μετράει,Η σκέψη είναι αυτή που μετράει.,підрахунки,Важлива саме думка.,считает,Главное — это мысль.,गिनता,यह विचार मायने रखता है।,গণনা করে,চিন্তাটাই গুরুত্বপূর্ণ।,numëron,Është mendimi që ka rëndësi.,sayımlar,Önemli olan düşüncedir.,dikira,Pemikiran itulah yang penting.,binibilang,Ang pag-iisip ang mahalaga.
Rivstart B1+B2,Ordkort,Kapitel 2,bry sig om,Han bryr sig om miljön och sopsorterar allt.,to care about / to be bothered (by),He cares about the environment and sorts all his waste.,preocuparse por,Se preocupa por el medio ambiente y lo soluciona todo.,اهمیت دادن به,او به محیط زیست اهمیت می‌دهد و همه چیز را مرتب می‌کند.,να νοιάζομαι για,Νοιάζεται για το περιβάλλον και τα φροντίζει όλα.,піклуватися про,Він піклується про довкілля та все вирішує.,заботиться о,Он заботится об окружающей среде и все упорядочивает.,परवा करना,वह पर्यावरण की परवाह करता है और हर चीज़ को व्यवस्थित रखता है।,যত্ন করা,সে পরিবেশের প্রতি যত্নশীল এবং সবকিছু ঠিক করে ফেলে।,të kujdesesh për,Ai kujdeset për mjedisin dhe i rregullon të gjitha.,önemsemek,Çevreye duyarlıdır ve her şeyi yoluna koyar.,untuk mengambil berat tentang,Dia mengambil berat tentang alam sekitar dan menyusun segala-galanya.,para alalahanin,Siya ay nagmamalasakit sa kapaligiran at inaayos ang lahat.
Rivstart B1+B2,Ordkort,Kapitel 2,gråta,Den sorgliga filmen fick henne att gråta.,to cry / to weep,The sad movie made her cry.,llorar,La triste película la hizo llorar.,گریه کردن,فیلم غم انگیز او را به گریه انداخت.,κραυγή,Η θλιβερή ταινία την έκανε να κλάψει.,плакати,Сумний фільм змусив її плакати.,плакать,Этот грустный фильм заставил ее плакать.,चिल्लाना,दुःखद फिल्म ने उसे रुला दिया।,কান্না,দুঃখজনক সিনেমাটি তাকে কাঁদিয়েছিল।,qaj,Filmi i trishtueshëm e bëri të qante.,ağlamak,Hüzünlü film onu ​​ağlattı.,menangis,Filem sedih itu membuatkan dia menangis.,umiyak,Napaiyak siya ng malungkot na pelikula.
Rivstart B1+B2,Ordkort,Kapitel 2,en likhet,Det finns en stor likhet mellan de två systrarna.,a similarity / a resemblance,There is a great similarity between the two sisters.,una similitud,Hay una gran similitud entre las dos hermanas.,یک شباهت,شباهت زیادی بین این دو خواهر وجود دارد.,μια ομοιότητα,Υπάρχει μεγάλη ομοιότητα μεταξύ των δύο αδελφών.,подібність,Між двома сестрами є велика схожість.,сходство,Между двумя сестрами существует большое сходство.,एक समानता,दोनों बहनों में बहुत समानता है।,একটি সাদৃশ্য,দুই বোনের মধ্যে দারুণ মিল।,një ngjashmëri,Ka një ngjashmëri të madhe midis dy motrave.,bir benzerlik,İki kız kardeş arasında büyük bir benzerlik var.,satu persamaan,Terdapat persamaan yang besar antara dua beradik itu.,isang pagkakatulad,Malaki ang pagkakapareho ng magkapatid.
Rivstart B1+B2,Ordkort,Kapitel 2,ångra sig,Jag ångrar mig att jag inte studerade mer.,to regret / to repent / to be sorry,I regret not studying more.,arrepentirse,Lamento no haber estudiado más.,توبه,پشیمونم که چرا بیشتر درس نخوندم.,μετανοώ,Μετανιώνω που δεν διάβασα περισσότερο.,покаятися,Шкодую / що не навчався більше.,раскаиваться,Я жалею / что не учился больше.,पछताना,मुझे अधिक अध्ययन न करने का अफसोस है।,অনুতপ্ত হও,আর পড়াশোনা না করার জন্য আমি দুঃখিত।,pendohem,Më vjen keq që nuk kam studiuar më shumë.,tövbe et,Daha fazla çalışmadığıma pişmanım.,bertaubat,Saya menyesal tidak belajar lebih banyak.,magsisi,Pinagsisisihan kong hindi ako nag-aral.
Rivstart B1+B2,Ordkort,Kapitel 2,dö,Hennes gamla katt dog fridfullt i sömnen.,to die / to pass away,Her old cat died peacefully in its sleep.,morir,Su viejo gato murió pacíficamente mientras dormía.,مردن,گربه پیرش در خواب و با آرامش مرد.,καλούπι,Η γριά γάτα της πέθανε ειρηνικά στον ύπνο της.,померти,Її стара кішка мирно померла уві сні.,умереть,Ее старая кошка мирно умерла во сне.,मरना,उसकी बूढ़ी बिल्ली नींद में शांतिपूर्वक मर गई।,মারা যাও,তার বৃদ্ধ বিড়ালটি ঘুমের মধ্যেই শান্তিতে মারা গেল।,vdes,Macja e saj e vjetër vdiq e qetë në gjumë.,ölmek,Yaşlı kedisi uykusunda huzur içinde öldü.,mati,Kucing tuanya mati dengan tenang dalam tidurnya.,mamatay,Ang kanyang matandang pusa ay namatay nang payapa sa kanyang pagtulog.
Rivstart B1+B2,Ordkort,Kapitel 2,skynda sig,Du måste skynda dig om du ska hinna med tåget!,to hurry (oneself) / to make haste,You have to hurry if you are going to catch the train!,correr,¡Tienes que darte prisa si quieres coger el tren!,عجله,اگر می‌خواهی به قطار برسی، باید عجله کنی!,βιασύνη,Πρέπει να βιαστείς αν θέλεις να προλάβεις το τρένο!,поспіх,Тобі треба поспішати / якщо хочеш встигнути на поїзд!,торопиться,Если хотите успеть на поезд / вам придется поторопиться!,जल्दबाज़ी करना,यदि आप ट्रेन पकड़ना चाहते हैं तो आपको जल्दी करनी होगी!,তাড়াহুড়ো,ট্রেন ধরতে হলে তাড়াতাড়ি করতে হবে!,nxitim,Duhet të nxitosh nëse do të kapësh trenin!,acele etmek,Trene yetişmek istiyorsan acele etmelisin!,tergesa-gesa,Anda perlu cepat jika anda ingin menaiki kereta api!,nagmamadali,Kailangan mong magmadali kung gusto mong sumakay ng tren!
Rivstart B1+B2,Ordkort,Kapitel 2,gemensam,Vi har ett gemensamt intresse för musik.,common / mutual / shared,We have a common interest in music.,común,Tenemos un interés común en la música.,رایج,ما علاقه مشترکی به موسیقی داریم.,κοινός,Έχουμε ένα κοινό ενδιαφέρον για τη μουσική.,поширений,У нас спільний інтерес до музики.,общий,У нас общий интерес к музыке.,सामान्य,संगीत में हमारी समान रुचि है।,সাধারণ,সঙ্গীতের প্রতি আমাদের একটা সাধারণ আগ্রহ আছে।,i zakonshëm,Ne kemi një interes të përbashkët në muzikë.,yaygın,Müziğe karşı ortak bir ilgimiz var.,biasa,Kami mempunyai minat yang sama dalam muzik.,karaniwan,Kami ay may isang karaniwang interes sa musika.
Rivstart B1+B2,Ordkort,Kapitel 2,ett utseende,Han bryr sig mycket om sitt utseende.,an appearance / (good) looks,He cares a lot about his appearance.,una aparición,Él se preocupa mucho por su apariencia.,یک ظاهر,به ظاهرش خیلی اهمیت میده.,μια εμφάνιση,Νοιάζεται πολύ για την εμφάνισή του.,поява,Він дуже дбає про свою зовнішність.,появление,Он очень заботится о своей внешности.,उपस्थिति,वह अपने रूप-रंग का बहुत ध्यान रखता है।,একটি চেহারা,সে তার চেহারার প্রতি খুব যত্নশীল।,një paraqitje,Ai kujdeset shumë për pamjen e tij.,bir görünüm,Dış görünüşüne çok önem veriyor.,sebuah penampilan,Dia sangat mengambil berat tentang penampilannya.,isang anyo,Masyado siyang nagmamalasakit sa kanyang hitsura.
Rivstart B1+B2,Ordkort,Kapitel 2,förlora,De var rädda att förlora matchen.,to lose / to forfeit,They were afraid to lose the game.,perder,Tenían miedo de perder el partido.,از دست دادن,آنها از باختن بازی می‌ترسیدند.,χάνω,Φοβόντουσαν μήπως χάσουν το παιχνίδι.,програти,Вони боялися програти гру.,терять,Они боялись проиграть.,खोना,उन्हें खेल हारने का डर था।,হারানো,তারা খেলা হারার ভয়ে ভীত ছিল।,humbas,Ata kishin frikë se mos e humbnin ndeshjen.,kaybetmek,Maçı kaybetmekten korkuyorlardı.,kalah,Mereka takut kalah dalam permainan.,matalo,Takot silang matalo sa laro.
Rivstart B1+B2,Ordkort,Kapitel 2,väcka,Kan du väcka mig klockan sex imorgon?,to wake (someone) up / to arouse,Can you wake me up at six tomorrow?,despertar,¿Puedes despertarme a las seis mañana?,بیدار شو,میشه فردا ساعت شش بیدارم کنی؟,ξύπνα,Μπορείς να με ξυπνήσεις στις έξι αύριο;,прокинься,Ти можеш розбудити мене завтра о шостій?,проснуться,Ты можешь разбудить меня завтра в шесть?,जागो,क्या तुम मुझे कल छह बजे जगा सकते हो?,জাগো,তুমি কি আগামীকাল ছয়টায় আমাকে জাগিয়ে দিতে পারবে?,zgjohu,A mund të më zgjosh nesër në orën gjashtë?,uyanmak,Yarın beni saat altıda uyandırabilir misin?,bangun,Boleh awak kejutkan saya pukul enam esok?,gumising ka,Pwede mo ba akong gisingin ng alas sais bukas?
Rivstart B1+B2,Ordkort,Kapitel 2,försova sig,Jag försov mig i morse och missade bussen.,to oversleep,I overslept this morning and missed the bus.,dormir demasiado,Esta mañana me quedé dormido y perdí el autobús.,بیش از حد خوابیدن,صبح خواب موندم و اتوبوس رو از دست دادم.,κοιμάμαι πάρα πολύ,Κοιμήθηκα πολύ σήμερα το πρωί και έχασα το λεωφορείο.,проспати,Я проспав сьогодні вранці і запізнився на автобус.,проспать,Сегодня утром я проспал и опоздал на автобус.,अधिक सोना,आज सुबह मैं देर तक सो गया और बस छूट गई।,অতিরিক্ত ঘুমানো,আজ সকালে আমি অতিরিক্ত ঘুমিয়ে পড়েছিলাম এবং বাস মিস করেছি।,fle shumë gjatë,Më zuri gjumi këtë mëngjes dhe e humba autobusin.,fazla uyumak,Bu sabah uyuyakaldım ve otobüsü kaçırdım.,terlebih tidur,Saya terlebih tidur pagi ini dan terlepas bas.,sobrang tulog,Na-overslept ako kaninang umaga at na-miss ko ang bus.
Rivstart B1+B2,Ordkort,Kapitel 2,ett inlägg,Hon skrev ett långt inlägg om sina upplevelser.,a post (blog/social media) / a contribution,She wrote a long post about her experiences.,una publicación,Ella escribió un largo post sobre sus experiencias.,یک پست,او یک پست طولانی در مورد تجربیاتش نوشت.,μια ανάρτηση,Έγραψε μια μακροσκελή ανάρτηση για τις εμπειρίες της.,публікація,Вона написала довгий пост про свій досвід.,пост,Она написала длинный пост о своих впечатлениях.,एक पोस्ट,उन्होंने अपने अनुभवों के बारे में एक लंबी पोस्ट लिखी।,একটি পোস্ট,সে তার অভিজ্ঞতা নিয়ে একটি দীর্ঘ পোস্ট লিখেছে।,një postim,Ajo shkroi një postim të gjatë rreth përvojave të saj.,bir gönderi,Yaşadıklarını uzun bir yazıda anlattı.,jawatan,Dia menulis catatan panjang tentang pengalamannya.,isang post,Sumulat siya ng mahabang post tungkol sa kanyang mga karanasan.
Rivstart B1+B2,Ordkort,Kapitel 2,kamma sig,Han måste kamma sig innan han går till skolan.,to comb one's hair,He has to comb his hair before he goes to school.,peinarse,Tiene que peinarse antes de ir a la escuela.,شانه کردن خود,او باید قبل از رفتن به مدرسه موهایش را شانه کند.,να χτενίζομαι,Πρέπει να χτενιστεί πριν πάει στο σχολείο.,розчісувати себе,Він має розчесати волосся / перш ніж піде до школи.,причесываться,Перед тем как пойти в школу / ему приходится расчесывать волосы.,खुद को कंघी करना,स्कूल जाने से पहले उसे अपने बालों में कंघी करनी पड़ती है।,নিজেকে আঁচড়ানো,স্কুলে যাওয়ার আগে তাকে চুল আঁচড়াতে হয়।,të krehësh veten,Ai duhet të krehë flokët para se të shkojë në shkollë.,kendini taramak,Okula gitmeden önce saçını taramak zorunda.,untuk menyikat diri,Dia perlu menyikat rambutnya sebelum pergi ke sekolah.,magsuklay sa sarili,Kailangan niyang magsuklay ng buhok bago siya pumasok sa paaralan.
Rivstart B1+B2,Ordkort,Kapitel 2,snål,Han är för snål för att köpa en ny telefon.,stingy / cheap / miserly,He is too stingy to buy a new phone.,tacaño,Es demasiado tacaño para comprar un teléfono nuevo.,خسیس,او برای خرید گوشی جدید خیلی خسیس است.,τσιγκούνης,Είναι πολύ τσιγκούνης για να αγοράσει καινούργιο τηλέφωνο.,скупий,Він надто скупий / щоб купити новий телефон.,скупой,Он слишком скуп / чтобы купить новый телефон.,कंजूस,वह नया फोन खरीदने में बहुत कंजूस है।,কৃপণ,সে নতুন ফোন কিনতে খুব কৃপণ।,koprrac,Ai është shumë koprrac për të blerë një telefon të ri.,pinti,Yeni bir telefon almaya cimrilik ediyor.,kedekut,Dia terlalu kedekut untuk membeli telefon baru.,kuripot,Napaka kuripot niya para bumili ng bagong phone.
Rivstart B1+B2,Ordkort,Kapitel 2,en skymning,Vi tog en promenad i skymningen.,dusk / twilight,We took a walk at dusk.,un crepúsculo,Dimos un paseo al anochecer.,گرگ و میش,غروب قدم زدیم.,ένα λυκόφως,Κάναμε μια βόλτα το σούρουπο.,сутінки,Ми прогулялися у сутінках.,сумерки,Мы прогулялись в сумерках.,एक गोधूलि,हम शाम के समय टहलने निकले।,একটি গোধূলি,আমরা সন্ধ্যাবেলা হাঁটতে বের হলাম।,një muzg,Ne bëmë një shëtitje në muzg.,alacakaranlık,Alacakaranlıkta yürüyüşe çıktık.,senja,Kami berjalan-jalan pada waktu senja.,isang takip-silim,Naglakad-lakad kami sa dapit-hapon.
Rivstart B1+B2,Ordkort,Kapitel 2,umgås,Vi gillar att umgås med vänner på helgerna.,to socialize / to hang out / to associate (with),We like to socialize with friends on the weekends.,pasar el rato,Nos gusta salir con amigos los fines de semana.,معاشرت کردن,ما دوست داریم آخر هفته‌ها با دوستانمان وقت بگذرانیم.,συχνάζω,Μας αρέσει να περνάμε χρόνο με φίλους τα Σαββατοκύριακα.,тусуватися,Ми любимо проводити вихідні з друзями.,тусоваться,По выходным мы любим проводить время с друзьями.,लटकाना,हम सप्ताहांत में दोस्तों के साथ घूमना पसंद करते हैं।,আড্ডা দেওয়া,আমরা সপ্তাহান্তে বন্ধুদের সাথে আড্ডা দিতে পছন্দ করি।,rri,Ne na pëlqen të kalojmë kohë me miqtë gjatë fundjavave.,oyalanmak,Hafta sonları arkadaşlarımızla vakit geçirmeyi seviyoruz.,melepak,Kami suka melepak dengan kawan-kawan pada hujung minggu.,tumambay,Gusto naming mag-hang out kasama ang mga kaibigan kapag weekend.
